id,name,pkg,lead_ext,category,state,url,license,tags,version,repo,lang,contrib,lead,has_bin,has_lib,need_ddl,need_load,trusted,relocatable,schemas,pg_ver,requires,require_by,see_also,rpm_ver,rpm_repo,rpm_pkg,rpm_pg,rpm_deps,deb_ver,deb_repo,deb_pkg,deb_deps,deb_pg,source,extra,en_desc,zh_desc,comment,mtime
2953,omni_json,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_json/table_mapping/,Apache-2.0,,0.1.1,PIGSTY,C,f,f,f,f,t,f,t,f,{omni_json},"{18,17,16,15,14,13}",,,{},0.1.1,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.1,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},JSON toolkit,Omnigres JSON工具箱,,2025-11-08
2954,omni_kube,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_kube/api/,Apache-2.0,,0.4.2,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_kube},"{18,17,16,15,14,13}","{omni_httpc,omni_web,omni_var,omni_yaml}",,{},0.4.2,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.4.2,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Kubernetes (k8s) integration,Omnigres Kubernetes集成模块,,2025-11-08
2955,omni_ledger,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_ledger/basics/,Apache-2.0,,0.1.3,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_ledger},"{18,17,16,15,14,13}","{omni_id,omni_polyfill}",,{},0.1.3,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.3,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Financial ledger,Omnigres 金融账本模块,,2025-11-08
2956,omni_manifest,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_manifest/usage/,Apache-2.0,,0.1.2,PIGSTY,C,f,f,f,f,t,f,f,f,{omni_manifest},"{18,17,16,15,14,13}",,,{},0.1.2,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.2,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Package installation manifests,Omnigres 包管理清单模块,,2025-11-08
2957,omni_mimetypes,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_mimetypes/reference/,Apache-2.0,,0.1.0,PIGSTY,C,f,f,f,f,t,f,f,f,{omni_mimetypes},"{18,17,16,15,14,13}",,,{},0.1.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},MIME types,Omnigres MIME数据类型,,2025-11-08
2958,omni_os,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_os/intro/,Apache-2.0,,0.1.1,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_os},"{18,17,16,15,14,13}",,{omni_credentials},{},0.1.1,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.1,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Operating system integration,Omnigres 操作系统集成模块,,2025-11-08
2959,omni_polyfill,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_polyfill/polyfills/,Apache-2.0,,0.2.2,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_polyfill},"{18,17,16,15,14,13}",,"{omni_auth,omni_email,omni_ledger,omni_schema,omni_session}",{},0.2.2,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.2.2,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Postgres API polyfills,Omnigres Postgres多态API,,2025-11-08
2960,omni_python,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_python/intro/,Apache-2.0,,0.1.1,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_python},"{18,17,16,15,14,13}",{plpython3u},,{},0.1.1,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.1,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},First-class Python support,Omnigres 第一类Python支持模块,,2025-11-08
2961,omni_regex,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_regex/regex/,Apache-2.0,,0.1.0,PIGSTY,C,f,f,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,{},0.1.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},PCRE-compatible regular expressions,Omnigres PCRE兼容正则表达式模块,,2025-11-08
2962,omni_rest,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_rest/protocols/,Apache-2.0,,0.1.1,PIGSTY,C,f,f,f,f,t,f,f,f,{omni_rest},"{18,17,16,15,14,13}","{omni_httpd,omni_sql,omni_web,omni_var,pgcrypto}",,{},0.1.1,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.1,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},REST API toolkit (with PostgREST support),Omnigres REST API 工具包,,2025-11-08
2963,omni_schema,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_schema/reference/,Apache-2.0,,0.3.0,PIGSTY,C,f,f,f,f,t,f,f,f,{omni_schema},"{18,17,16,15,14,13}","{omni_sql,omni_vfs,omni_polyfill,omni_yaml,dblink,postgres_fdw,omni_types,omni_cloudevents}",,{},0.3.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.3.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Advanced schema management tooling,Omnigres 高级模式管理组件,,2025-11-08
2964,omni_seq,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_seq/id/,Apache-2.0,,0.1.1,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_seq},"{18,17,16,15,14,13}",,,{},0.1.1,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.1,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Distributed integer sequences,Omnigres 分布式整型序列号,,2025-11-08
2965,omni_service,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_service/management/,Apache-2.0,,0.1.0,PIGSTY,C,f,f,f,f,t,f,f,f,{omni_service},"{18,17,16,15,14,13}",,,{},0.1.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Service management,Omnigres 服务管理器,,2025-11-08
2966,omni_session,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_session/session_management/,Apache-2.0,,0.2.0,PIGSTY,C,f,f,f,f,t,f,f,f,{omni_session},"{18,17,16,15,14,13}","{omni_var,omni_id,omni_web,omni_httpd,omni_polyfill}",,{},0.2.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.2.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Session management,Omnigres 会话管理器,,2025-11-08
2967,omni_shmem,omni_shmem,omni_shmem,FEAT,available,https://docs.omnigres.org/omni_shmem/,Apache-2.0,,0.1.0,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_shmem},"{18,17,16,15,14,13}",{},,{},0.1.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Shared Memory Management,Omnigres 共享内存管理,,2025-11-09
2968,omni_sql,omnigres,omni,FEAT,available,https://github.com/omnigres/omnigres,Apache-2.0,,0.5.3,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_sql},"{18,17,16,15,14,13}",,"{omni_rest,omni_schema}",{},0.5.3,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.5.3,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Programmatic SQL manipulation,Omnigres SQL编程组件,,2025-11-08
2969,omni_sqlite,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_sqlite/sqlite/,Apache-2.0,,0.2.2,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_sqlite},"{18,17,16,15,14,13}",,,{},0.2.2,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.2.2,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Embedded SQLite,Omnigres 嵌入的SQLite支持,,2025-11-08
2970,omni_test,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_test/guide/,Apache-2.0,,0.4.0,PIGSTY,C,f,f,f,f,t,f,f,f,{omni_test},"{18,17,16,15,14,13}","{dblink,omni_cloudevents}",,{},0.4.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.4.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Testing framework,Omnigres 测试框架,,2025-11-08
2971,omni_txn,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_txn/linearize/,Apache-2.0,,0.5.0,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_txn},"{18,17,16,15,14,13}",,,{},0.5.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.5.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Transaction management,Omnigres 事务管理器模块,,2025-11-08
2972,omni_types,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_types/function_signature_types/,Apache-2.0,,0.3.6,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_types},"{18,17,16,15,14,13}",,"{omni_auth,omni_httpc,omni_httpd,omni_schema}",{},0.3.6,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.3.6,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Advanced types,Omnigres 高级数据类型模块,,2025-11-08
2973,omni_var,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_var/variables/,Apache-2.0,,0.3.0,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_var},"{18,17,16,15,14,13}",,"{omni_kube,omni_rest,omni_session}",{},0.3.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.3.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Scoped variables,Omnigres 局部变量模块,,2025-11-08
2974,omni_vfs,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_vfs/reference/,Apache-2.0,,0.2.2,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_vfs},"{18,17,16,15,14,13}","{omni_vfs_types_v1,dblink}",{omni_schema},{},0.2.2,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.2.2,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Virtual File System,Omnigres 虚拟文件系统,,2025-11-08
2975,omni_vfs_types_v1,omnigres,omni,FEAT,available,https://github.com/omnigres/omnigres,Apache-2.0,,0.1.0,PIGSTY,C,f,f,f,f,t,f,f,f,{omni_vfs_types_v1},"{18,17,16,15,14,13}",{},{omni_vfs},{},0.1.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Virtual File System types (v1),Omnigres 虚拟文件系统（v1）,,2025-11-08
2976,omni_web,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_web/intro/,Apache-2.0,,0.3.0,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_web},"{18,17,16,15,14,13}",,"{omni_aws,omni_cloudevents,omni_containers,omni_kube,omni_rest,omni_session}",{},0.3.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.3.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Common web stack primitives,Omnigres Web工具箱,,2025-11-08
2977,omni_worker,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_worker/intro/,Apache-2.0,,0.2.1,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_worker},"{18,17,16,15,14,13}",,,{},0.2.1,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.2.1,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},Generalized worker pool,Omnigres 通用Worker池,,2025-11-08
2978,omni_xml,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_xml/overview/,Apache-2.0,,0.1.2,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_xml},"{18,17,16,15,14,13}",,{omni_aws},{},0.1.2,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.2,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},XML toolkit,Omnigres XML工具包,,2025-11-08
2979,omni_yaml,omnigres,omni,FEAT,available,https://docs.omnigres.org/omni_yaml/yaml/,Apache-2.0,,0.1.0,PIGSTY,C,f,f,f,t,t,f,f,f,{omni_yaml},"{18,17,16,15,14,13}",,"{omni_kube,omni_schema}",{},0.1.0,PIGSTY,omnigres_$v,"{18,17,16,15,14,13}",,0.1.0,PIGSTY,postgresql-$v-omnigres,,"{18,17,16,15,14,13}",omnigres-20251108.tar.gz,{},YAML toolkit,Omnigres YAML工具包,,2025-11-08
2990,bloom,bloom,bloom,FEAT,available,https://www.postgresql.org/docs/current/bloom.html,PostgreSQL,,1.0,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{hll,age,rum,pg_graphql,pg_jsonschema,jsquery,pg_hint_plan,hypopg}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},bloom access method - signature file based index,bloom 索引-基于指纹的索引,,2025-09-06
3000,pg_tle,pg_tle,pg_tle,LANG,available,https://github.com/aws/pg_tle,Apache-2.0,{both},1.5.2,PIGSTY,C,f,t,f,t,t,t,f,f,{pgtle},"{18,17,16,15,14,13}",,,"{plpgsql,plv8,pllua,pljava,plperl,plpython3u,plprql,plsh}",1.5.2,PGDG,pg_tle_$v*,"{18,17,16,15,14,13}",,1.5.2,PIGSTY,postgresql-$v-pg-tle,,"{18,17,16,15,14,13}",pg_tle-1.5.2.tar.gz,{},Trusted Language Extensions for PostgreSQL,AWS 可信语言扩展,require bison flex to build,2025-10-26
3010,plv8,plv8,plv8,LANG,available,https://github.com/plv8/plv8,PostgreSQL,,3.2.4,PIGSTY,C++,f,t,f,t,t,f,f,f,{pg_catalog},"{18,17,16,15,14,13}",,,"{plpgsql,pg_jsonschema,jsquery,plperl,plpython3u,pg_tle,pllua,plluau}",3.2.4,PIGSTY,plv8_$v*,"{18,17,16,15,14,13}",,3.2.4,PIGSTY,postgresql-$v-plv8,,"{18,17,16,15,14,13}",plv8-3.2.4.tar.gz,{},PL/JavaScript (v8) trusted procedural language,PL/JavaScript (v8) 可信过程程序语言,,2025-10-26
3011,pljs,pljs,pljs,LANG,available,https://github.com/plv8/pljs,PostgreSQL,,1.0.3,PGDG,C,f,t,f,t,t,f,f,f,{pg_catalog},"{18,17,16,15,14}",,,"{plv8,jsquery,pllua,pg_tle,plpgsql,pg_jsonschema,plperl,plpython3u}",,,,,,1.0.3,PGDG,postgresql-$v-pljs,,"{18,17,16,15,14}",,{},PL/JS trusted procedural language,PL/JS 可信过程程序语言,,2025-11-01
3020,pllua,pllua,pllua,LANG,available,https://github.com/pllua/pllua,MIT,,2.0.12,PGDG,C,f,t,f,t,t,f,f,f,{pg_catalog},"{18,17,16,15,14,13}",,{hstore_pllua},"{plperl,plpgsql,plpython3u,pg_tle,plv8,pljava,plperlu}",2.0.12,PGDG,pllua_$v*,"{17,16,15,14,13}",,2.0.12,PGDG,postgresql-$v-pllua,,"{18,17,16,15,14,13}",,{},Lua as a procedural language,Lua 程序语言,missing pg12-15 on el.aarch64,2025-09-06
3021,hstore_pllua,pllua,pllua,LANG,available,https://github.com/pllua/pllua,MIT,,2.0.12,PGDG,C,f,f,f,t,t,f,f,t,,"{18,17,16,15,14,13}","{hstore,pllua}",,"{hstore_plperl,hstore_plperlu,hstore_plpython3u,plpgsql}",,,,,,2.0.12,PGDG,postgresql-$v-pllua,,"{18,17,16,15,14,13}",,{},Hstore transform for Lua,Lua 程序语言的Hstore适配扩展,missing pg12-15 on el.aarch64,2025-09-06
3030,plluau,pllua,pllua,LANG,available,https://github.com/pllua/pllua,MIT,,2.0.12,PGDG,C,f,f,f,t,t,f,f,f,{pg_catalog},"{18,17,16,15,14,13}",,{hstore_plluau},"{plperlu,plpgsql,plpython3u,plv8,pljava,pltclu}",2.0.12,PGDG,pllua_$v*,"{17,16,15,14,13}",,2.0.12,PGDG,postgresql-$v-pllua,,"{18,17,16,15,14,13}",,{},Lua as an untrusted procedural language,Lua 程序语言（不受信任的）,missing pg12-15 on el.aarch64,2025-09-06
3031,hstore_plluau,pllua,pllua,LANG,available,https://github.com/pllua/pllua,MIT,,2.0.12,PGDG,C,f,f,f,t,t,f,f,t,{pg_catalog},"{18,17,16,15,14,13}","{hstore,plluau}",,"{hstore_plperl,hstore_plperlu,hstore_plpython3u,plpgsql}",,,,,,2.0.12,PGDG,postgresql-$v-pllua,,"{18,17,16,15,14,13}",,{},Hstore transform for untrusted Lua,Lua 程序语言的Hstore适配扩展（不受信任的）,missing pg12-15 on el.aarch64,2025-09-06
3040,plprql,plprql,plprql,LANG,available,https://github.com/kaspermarstal/plprql,Apache-2.0,{pgrx},18.0.0,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14,13}",,,"{pg_tle,plpgsql,plv8,plperl,plpython3u,pllua,hstore_pllua,plluau}",18.0.0,PIGSTY,plprql_$v,"{18,17,16,15,14,13}",,18.0.0,PIGSTY,postgresql-$v-plprql,,"{18,17,16,15,14,13}",plprql-18.0.0.tar.gz,"{""pgrx"": ""0.16.1""}",Use PRQL in PostgreSQL - Pipelined Relational Query Language,在PostgreSQL使用PRQL——管线式关系查询语言,,2025-11-02
3050,pldbgapi,pldebugger,pldbgapi,LANG,available,https://github.com/EnterpriseDB/pldebugger,Artistic,,1.9,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{plpgsql_check,plprofiler,plpgsql,pgtap,pg_stat_statements,plv8,plperl,plpython3u}",1.9,PGDG,pldebugger_$v*,"{18,17,16,15,14,13}",,1.9,PGDG,postgresql-$v-pldebugger,,"{18,17,16,15,14,13}",,{},server-side support for debugging PL/pgSQL functions,用于调试 PL/pgSQL 函数的服务器端支持,,2025-02-20
3060,plpgsql_check,plpgsql_check,plpgsql_check,LANG,available,https://github.com/okbob/plpgsql_check,MIT,,2.8.3,PGDG,C,f,t,f,t,t,t,f,f,,"{18,17,16,15,14,13}",{plpgsql},,"{pldbgapi,plprofiler,pg_hint_plan,pgtap,auto_explain,plv8,plperl,plpython3u}",2.8.3,PGDG,plpgsql_check_$v*,"{18,17,16,15,14,13}",,2.8.3,PGDG,postgresql-$v-plpgsql-check,,"{18,17,16,15,14,13}",plpgsql_check-2.8.2.tar.gz,{},extended check for plpgsql functions,对 plpgsql 函数进行扩展检查,,2025-10-26
3070,plprofiler,plprofiler,plprofiler,LANG,available,https://github.com/bigsql/plprofiler,Artistic,,4.2.5,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{pldbgapi,plpgsql_check,plpgsql,pgtap,pg_profile,pg_stat_statements,pg_store_plans,auto_explain}",4.2.5,PGDG,plprofiler_$v*,"{18,17,16,15,14,13}",,4.2.5,PGDG,postgresql-$v-plprofiler,,"{18,17,16,15,14,13}",,{},server-side support for profiling PL/pgSQL functions,剖析 PL/pgSQL 函数,,2025-02-20
3080,plsh,plsh,plsh,LANG,available,https://github.com/petere/plsh,MIT,,1.20220917,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{plpgsql,pg_cron,pg_task,pg_tle,plperl,plperlu,plpython3u,plv8}",1.20220917,PGDG,plsh_$v*,"{18,17,16,15,14,13}",,1.20220917,PGDG,postgresql-$v-plsh,,"{18,17,16,15,14,13}",,{},PL/sh procedural language,PL/sh 程序语言,,2025-09-06
3090,pljava,pljava,pljava,LANG,available,https://github.com/tada/pljava,BSD 3-Clause,{big-deps},1.6.10,PGDG,Java,f,t,f,t,t,f,f,f,{sqlj},"{18,17,16,15,14,13}",,,"{plpgsql,plv8,plperl,plpython3u,pg_tle,pllua,plluau,pltclu}",1.6.10,PGDG,pljava_$v*,"{18,17,16,15,14,13}",,1.6.9,PGDG,postgresql-$v-pljava,,"{17,16,15,14,13}",,{},PL/Java procedural language,Java 程序语言,missing debian/ubuntu pg18,2025-10-26
3100,plr,plr,plr,LANG,available,https://github.com/postgres-plr/plr,GPL-2.0,{big-deps},8.4.8,PGDG,C,f,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{plpgsql,pgml,plpython3u,pg_tle,plv8,pljava,plperl,pllua}",8.4.8,PGDG,plr_$v*,"{18,17,16,15,14,13}",,8.4.8,PGDG,postgresql-$v-plr,,"{18,17,16,15,14,13}",,{},load R interpreter and execute R script from within a database,从数据库中加载R语言解释器并执行R脚本,,2025-10-26
3110,plxslt,plxslt,plxslt,LANG,available,https://github.com/petere/plxslt,PostgreSQL,,0.20140221,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14,13}",,,"{plpgsql,pgml,plpython3u,pg_tle,plv8,pljava,plperl,pllua}",0.20140221,PGDG,plxslt_$v*,"{18,17,16,15,14,13}",,0.20140221,PIGSTY,postgresql-$v-plxslt,,"{18,17,16,15,14,13}",plxslt-0.20140221.tar.gz,{},XSLT procedural language for PostgreSQL,XSLT 存储过程语言,,2025-11-01
3200,pgtap,pgtap,pgtap,LANG,available,https://github.com/theory/pgtap,PostgreSQL,{test},1.3.4,PGDG,C,f,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{plpgsql_check,plpgsql,pldbgapi,plprofiler,faker,unit,dbt2,plperl}",1.3.4,PGDG,pgtap_$v*,"{18,17,16,15,14,13}",,1.3.4,PGDG,postgresql-$v-pgtap,,"{18,17,16,15,14,13}",,{},Unit testing for PostgreSQL,PostgreSQL单元测试框架,"missing pg17 el9, breaking perl deps",2025-09-06
3210,faker,faker,faker,LANG,available,https://github.com/anpandu/postgresql_faker,PostgreSQL,{test},0.5.3,PGDG,Python,f,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{plpython3u,pgtap,dbt2,jsonb_plpython3u,ltree_plpython3u,hstore_plpython3u,random,pg_tle}",0.5.3,PGDG,postgresql_faker_$v*,"{18,17,16,15,14,13}",,,,,,,,{},Wrapper for the Faker Python library,插入生成的测试伪造数据，Python库的包装,,2025-02-20
3220,dbt2,dbt2,dbt2,LANG,available,https://github.com/osdldbt/dbt2,Artistic,{test},0.61.7,PGDG,C,f,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{pgtap,faker,plpgsql,pg_stat_statements,pg_tle,plv8,pllua,hstore_pllua}",0.61.7,PGDG,dbt2-pg$v-extensions*,"{18,17,16,15,14,13}",,,,,,,,{},OSDL-DBT-2 test kit,OSDL-DBT-2 测试组件,,2025-02-20
3240,pltcl,pltcl,pltcl,LANG,available,https://www.postgresql.org/docs/current/pltcl.html,PostgreSQL,,1.0,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",,,"{plpgsql,plperl,plpython3u,pg_tle,plv8,pllua,pljava}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},PL/Tcl procedural language,PL/TCL 存储过程语言,,2025-09-06
3250,pltclu,pltcl,pltcl,LANG,available,https://www.postgresql.org/docs/current/pltcl.html,PostgreSQL,,1.0,CONTRIB,C,t,f,f,f,t,f,f,,,"{18,17,16,15,14,13}",,,"{plpgsql,plperlu,plpython3u,plv8,plluau,pljava,pg_tle}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},PL/TclU untrusted procedural language,PL/TCL 存储过程语言（未受信/高权限）,,2025-09-06
3260,plperl,plperl,plperl,LANG,available,https://www.postgresql.org/docs/current/plperl.html,PostgreSQL,,1.0,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",{plperl},"{bool_plperl,hstore_plperl,jsonb_plperl,plperl,sparql}","{plperlu,bool_plperlu,jsonb_plperlu,hstore_plperlu,plpgsql,pg_tle,plv8,pllua}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},PL/Perl procedural language,PL/Perl 存储过程语言,,2025-09-06
3261,bool_plperl,plperl,plperl,LANG,available,https://www.postgresql.org/docs/current/plperl.html,PostgreSQL,,1.0,CONTRIB,C,t,f,f,t,t,f,f,,,"{18,17,16,15,14,13}",{plperl},,"{plperlu,bool_plperlu,plpgsql,pg_tle,plv8}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},transform between bool and plperl,在 bool 和 plperl 之间转换,,2025-09-06
3262,hstore_plperl,plperl,plperl,LANG,available,https://www.postgresql.org/docs/current/plperl.html,PostgreSQL,,1.0,CONTRIB,C,t,f,f,t,t,f,f,,,"{18,17,16,15,14,13}",{plperl},,"{hstore_pllua,hstore_plluau,hstore_plperlu,hstore_plpython3u,hstore,plperlu,plpgsql}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},transform between hstore and plperl,在 hstore 和 plperl 之间转换适配类型,,2025-09-06
3263,jsonb_plperl,plperl,plperl,LANG,available,https://www.postgresql.org/docs/current/plperl.html,PostgreSQL,,1.0,CONTRIB,C,t,f,f,f,t,f,f,,,"{18,17,16,15,14,13}",{plperl},,"{jsquery,jsonb_plperlu,jsonb_plpython3u,pg_jsonschema,plperlu,plpgsql}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},transform between jsonb and plperl,在 jsonb 和 plperl 之间转换,,2025-09-06
3270,plperlu,plperlu,plperlu,LANG,available,https://www.postgresql.org/docs/current/plperl.html,PostgreSQL,,1.0,CONTRIB,C,t,t,f,t,t,f,f,,,"{18,17,16,15,14,13}",{plperlu},"{bool_plperlu,hstore_plperlu,jsonb_plperlu,plperlu,sparql}","{plperl,plluau,pltclu,bool_plperl,hstore_plperl,jsonb_plperl,plpgsql,plv8}",1.0,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14,13}",,1.0,CONTRIB,postgresql-$v,,"{18,17,16,15,14,13}",,{},PL/PerlU untrusted procedural language,PL/PerlU 存储过程语言（未受信/高权限）,,2025-09-06
